polymer,span_L,n_repeats,oligomer,oligomer_cp_mapped,cp_span_measured,cp_span_expected,span_ok,status
*c1ccc(-c2ccc(C3=C4C(=O)N(C)C(c5ccc(*)[se]5)=C4C(=O)N3C)[se]2)s1,12,2,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C6=C7C(=O)N(C)C(c8ccc(-c9cccs9)[se]8)=C7C(=O)N6C)[se]5)s4)[se]3)N(C)C(=O)C2=C1c1ccc[se]1,CN1C(=O)C2=C(c3ccc(-c4cc[cH:1]s4)[se]3)N(C)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6cc[cH:2][se]6)=C5C(=O)N4C)[se]3)s2)[se]1,25,25,True,ok
*c1ccc(/C=c2\nc(OC)/c(=C/c3ccc(-c4c(F)c(F)c(*)c5nn(C)nc45)s3)nc2OC)s1,15,1,COc1n/c(=C\c2ccc(-c3c(F)c(F)cc4nn(C)nc34)s2)c(OC)n/c1=C\c1cccs1,COc1n/c(=C\c2cc[cH:1]s2)c(OC)n/c1=C\c1ccc(-c2c(F)c(F)[cH:2]c3nn(C)nc23)s1,15,15,True,ok
*c1ccc(/C=c2\nc(OC)/c(=C/c3ccc(-c4sc(*)c5c4C(=O)N(C)C5=O)s3)nc2OC)s1,14,1,COc1n/c(=C\c2ccc(-c3scc4c3C(=O)N(C)C4=O)s2)c(OC)n/c1=C\c1cccs1,COc1n/c(=C\c2cc[cH:1]s2)c(OC)n/c1=C\c1ccc(-c2s[cH:2]c3c2C(=O)N(C)C3=O)s1,14,14,True,ok
*c1ccc(/C=c2\nc(OC)/c(=C/c3ccc(-c4ccc(*)c5nsnc45)s3)nc2OC)s1,15,1,COc1n/c(=C\c2ccc(-c3cccc4nsnc34)s2)c(OC)n/c1=C\c1cccs1,COc1n/c(=C\c2cc[cH:1]s2)c(OC)n/c1=C\c1ccc(-c2cc[cH:2]c3nsnc23)s1,15,15,True,ok
*c1ccc(/C=c2\nc(OC)/c(=C/c3ccc(-c4ccc(*)c5n[se]nc45)s3)nc2OC)s1,15,1,COc1n/c(=C\c2ccc(-c3cccc4n[se]nc34)s2)c(OC)n/c1=C\c1cccs1,COc1n/c(=C\c2cc[cH:1]s2)c(OC)n/c1=C\c1ccc(-c2cc[cH:2]c3n[se]nc23)s1,15,15,True,ok
*c1ccc(/C=c2\nc(OC)/c(=C/c3ccc(-c4c(F)c(F)c(*)c5nsnc45)s3)nc2OC)s1,15,1,COc1n/c(=C\c2ccc(-c3c(F)c(F)cc4nsnc34)s2)c(OC)n/c1=C\c1cccs1,COc1n/c(=C\c2cc[cH:1]s2)c(OC)n/c1=C\c1ccc(-c2c(F)c(F)[cH:2]c3nsnc23)s1,15,15,True,ok
*c1ccc(-c2sc3c(c2C)c(=O)c2c(F)c4c(c(F)c23)c(=O)c2c(C)c(*)sc24)s1,12,2,Cc1csc2c1c(=O)c1c(F)c3c(c(F)c12)c(=O)c1c(C)c(-c2ccc(-c4sc5c(c4C)c(=O)c4c(F)c6c(c(F)c45)c(=O)c4c(C)c(-c5cccs5)sc46)s2)sc13,Cc1c(-c2ccc(-c3sc4c(c3C)c(=O)c3c(F)c5c(c(F)c34)c(=O)c3c(C)[cH:2]sc35)s2)sc2c1c(=O)c1c(F)c3c(c(F)c12)c(=O)c1c(C)c(-c2cc[cH:1]s2)sc13,25,25,True,ok
*c1cc(C#N)c(-c2sc(-c3ccc4c(c3F)N(C)C(=O)C4=c3cc/c(=C4C5=C(C(=O)N\4C)/C(=c4\ccc(=C6C(=O)N(C)c7c6ccc(*)c7F)s4)N(C)C5=O)s3)cc2C#N)s1,25,1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/ccc(=C3C(=O)N(C)c4c3ccc(-c3cc(C#N)c(-c5sccc5C#N)s3)c4F)s2)/C1=c1\ccc(=C2C(=O)N(C)c3c(F)cccc32)s1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/ccc(=C3C(=O)N(C)c4c3cc[cH:2]c4F)s2)/C1=c1\ccc(=C2C(=O)N(C)c3c2ccc(-c2cc(C#N)c(-c4s[cH:1]cc4C#N)s2)c3F)s1,25,25,True,ok
*c1cc(C#N)c(-c2sc(-c3ccc4c(c3F)N(C)C(=O)/C4=c3\s/c(=C4C5=C(C(=O)N/4C)/C(=c4\cc(F)/c(=C6/C(=O)N(C)c7c6ccc(*)c7F)s4)N(C)C5=O)cc3F)cc2C#N)s1,25,1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/cc(F)/c(=C3/C(=O)N(C)c4c3ccc(-c3cc(C#N)c(-c5sccc5C#N)s3)c4F)s2)/C1=c1\cc(F)/c(=C2/C(=O)N(C)c3c(F)cccc32)s1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/cc(F)/c(=C3/C(=O)N(C)c4c3cc[cH:2]c4F)s2)/C1=c1\cc(F)/c(=C2/C(=O)N(C)c3c2ccc(-c2cc(C#N)c(-c4s[cH:1]cc4C#N)s2)c3F)s1,25,25,True,ok
*c1ccc(/C=C/C2=C3C(=O)N(C)C(/C=C/c4ccc(-c5c(F)c(F)c(/C=C/C6=C7C(=O)N(C)C(/C=C/c8c(F)c(F)c(*)c(F)c8F)=C7C(=O)N6C)c(F)c5F)s4)=C3C(=O)N2C)s1,29,1,CN1C(=O)C2=C(/C=C/c3ccc(-c4c(F)c(F)c(/C=C/C5=C6C(=O)N(C)C(/C=C/c7c(F)c(F)cc(F)c7F)=C6C(=O)N5C)c(F)c4F)s3)N(C)C(=O)C2=C1/C=C/c1cccs1,CN1C(=O)C2=C(/C=C/c3cc[cH:1]s3)N(C)C(=O)C2=C1/C=C/c1ccc(-c2c(F)c(F)c(/C=C/C3=C4C(=O)N(C)C(/C=C/c5c(F)c(F)[cH:2]c(F)c5F)=C4C(=O)N3C)c(F)c2F)s1,29,29,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5c(F)c(F)c(/C=C/C6=C7C(=O)N(C)C(/C=C/c8c(F)c(F)c(*)c(F)c8F)=C7C(=O)N6C)c(F)c5F)s4)=C3C(=O)N2C)s1,25,1,CN1C(=O)C2=C(/C=C/c3c(F)c(F)c(-c4ccc(C5=C6C(=O)N(C)C(c7cccs7)=C6C(=O)N5C)s4)c(F)c3F)N(C)C(=O)C2=C1/C=C/c1c(F)c(F)cc(F)c1F,CN1C(=O)C2=C(/C=C/c3c(F)c(F)[cH:2]c(F)c3F)N(C)C(=O)C2=C1/C=C/c1c(F)c(F)c(-c2ccc(C3=C4C(=O)N(C)C(c5cc[cH:1]s5)=C4C(=O)N3C)s2)c(F)c1F,25,25,True,ok
*c1ccc(-c2sc(-c3nc4cc5sc(-c6cc(C)c(*)s6)nc5cc4s3)cc2C)s1,15,1,Cc1csc(-c2nc3cc4sc(-c5cc(C)c(-c6cccs6)s5)nc4cc3s2)c1,Cc1cc(-c2nc3cc4sc(-c5cc(C)[cH:2]s5)nc4cc3s2)sc1-c1cc[cH:1]s1,15,15,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)c6nsnc56)[se]4)=C3C(=O)N2C)[se]1,13,1,CN1C(=O)C2=C(c3ccc(-c4cccc5nsnc45)[se]3)N(C)C(=O)C2=C1c1ccc[se]1,CN1C(=O)C2=C(c3cc[cH:1][se]3)N(C)C(=O)C2=C1c1ccc(-c2cc[cH:2]c3nsnc23)[se]1,13,13,True,ok
*c1ccc(-c2ccc(C3=C4C(=O)N(C)C(c5ccc(*)s5)=C4C(=O)N3C)s2)cc1,13,1,CN1C(=O)C2=C(c3ccc(-c4ccccc4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:2]s3)N(C)C(=O)C2=C1c1ccc(-c2cc[cH:1]cc2)s1,13,13,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)c(F)c5)s4)=C3C(=O)N2C)s1,13,1,CN1C(=O)C2=C(c3ccc(-c4cccc(F)c4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2cc[cH:2]c(F)c2)s1,13,13,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc(F)c(*)cc5F)s4)=C3C(=O)N2C)s1,13,1,CN1C(=O)C2=C(c3ccc(-c4cc(F)ccc4F)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2cc(F)[cH:2]cc2F)s1,13,13,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc6c7cscc7c7cc(*)sc7c6s5)s4)=C3C(=O)N2C)s1,15,1,CN1C(=O)C2=C(c3ccc(-c4cc5c6cscc6c6ccsc6c5s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2cc3c4cscc4c4c[cH:2]sc4c3s2)s1,15,15,True,ok
*c1ccc(/C=C/c2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(*)s6)=C5C(=O)N4C)s3)s2)s1,17,1,CN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5cccs5)s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:2]s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(/C=C/c3cc[cH:1]s3)s2)s1,17,17,True,ok
*c1ccc(-c2ccc(-c3c(F)cc4c(c3F)N(C)C(=O)/C4=C3/C(=O)Oc4cc5c(cc43)OC(=O)/C5=C3/C(=O)N(C)c4c3cc(F)c(*)c4F)s2)s1,21,1,CN1C(=O)/C(=C2/C(=O)Oc3cc4c(cc32)OC(=O)/C4=C2/C(=O)N(C)c3c2cc(F)c(-c2ccc(-c4cccs4)s2)c3F)c2cc(F)cc(F)c21,CN1C(=O)/C(=C2/C(=O)Oc3cc4c(cc32)OC(=O)/C4=C2/C(=O)N(C)c3c2cc(F)[cH:2]c3F)c2cc(F)c(-c3ccc(-c4cc[cH:1]s4)s3)c(F)c21,21,21,True,ok
*c1cc2sc(-c3cc4c(=O)n(C)c(=O)c5c(sc6c5sc5c7sc(*)cc7c(=O)n(C)c(=O)c56)c4s3)cc2s1,15,1,Cn1c(=O)c2ccsc2c2sc3c(sc4c5sc(-c6cc7sccc7s6)cc5c(=O)n(C)c(=O)c43)c2c1=O,Cn1c(=O)c2cc(-c3cc4s[cH:1]cc4s3)sc2c2sc3c(sc4c5s[cH:2]cc5c(=O)n(C)c(=O)c43)c2c1=O,15,15,True,ok
*c1ccc(-c2ccc(-c3cc4c(=O)n(C)c(=O)c5c(sc6c5sc5c7sc(*)cc7c(=O)n(C)c(=O)c56)c4s3)s2)s1,16,1,Cn1c(=O)c2ccsc2c2sc3c(sc4c5sc(-c6ccc(-c7cccs7)s6)cc5c(=O)n(C)c(=O)c43)c2c1=O,Cn1c(=O)c2cc(-c3ccc(-c4cc[cH:1]s4)s3)sc2c2sc3c(sc4c5s[cH:2]cc5c(=O)n(C)c(=O)c43)c2c1=O,16,16,True,ok
*c1cc2c(=O)n(C)c(=O)c3c(sc4c3sc3c5sc(-c6sc(-c7cc(C)c(*)s7)cc6C)cc5c(=O)n(C)c(=O)c34)c2s1,16,1,Cc1csc(-c2cc(C)c(-c3cc4c(=O)n(C)c(=O)c5c(sc6c5sc5c7sccc7c(=O)n(C)c(=O)c56)c4s3)s2)c1,Cc1cc(-c2cc(C)[cH:2]s2)sc1-c1cc2c(=O)n(C)c(=O)c3c(sc4c3sc3c5s[cH:1]cc5c(=O)n(C)c(=O)c34)c2s1,16,16,True,ok
*c1ccc(-c2ccc(-c3ccc(-c4cc5c6c(c(*)cc7c6c4C(=O)N(C)C7=O)C(=O)N(C)C5=O)[se]3)c3nsnc23)[se]1,15,1,CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6ccc(-c7ccc[se]7)c7nsnc67)[se]5)cc(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2c[cH:2]c3c4c(cc(-c5ccc(-c6ccc(-c7cc[cH:1][se]7)c7nsnc67)[se]5)c(c24)C1=O)C(=O)N(C)C3=O,15,15,True,ok
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c6c(c(*)cc7c6c4C(=O)N(C)C7=O)C(=O)N(C)C5=O)[se]3)c3nsnc23)[se]1,15,1,CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6c(F)c(F)c(-c7ccc[se]7)c7nsnc67)[se]5)cc(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2c[cH:2]c3c4c(cc(-c5ccc(-c6c(F)c(F)c(-c7cc[cH:1][se]7)c7nsnc67)[se]5)c(c24)C1=O)C(=O)N(C)C3=O,15,15,True,ok
*c1ccc(-c2ccc(-c3ccc(-c4cc5c6c(c(*)cc7c6c4C(=O)N(C)C7=O)C(=O)N(C)C5=O)s3)c3nsnc23)s1,15,1,CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6ccc(-c7cccs7)c7nsnc67)s5)cc(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2c[cH:2]c3c4c(cc(-c5ccc(-c6ccc(-c7cc[cH:1]s7)c7nsnc67)s5)c(c24)C1=O)C(=O)N(C)C3=O,15,15,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(/C(OCC)=C(\OCC)c6ccc(*)[se]6)[se]5)s4)=C3C(=O)N2C)s1,17,1,CCO/C(=C(/OCC)c1ccc(-c2ccc(C3=C4C(=O)N(C)C(c5cccs5)=C4C(=O)N3C)s2)[se]1)c1ccc[se]1,CCO/C(=C(/OCC)c1cc[cH:2][se]1)c1ccc(-c2ccc(C3=C4C(=O)N(C)C(c5cc[cH:1]s5)=C4C(=O)N3C)s2)[se]1,17,17,True,ok
*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N(C)C6=O)C(=O)N(C)C4=O)[se]2)[se]1,13,1,CCO/C(=C(/OCC)c1ccc(-c2cc3c4c(ccc5c4c2C(=O)N(C)C5=O)C(=O)N(C)C3=O)[se]1)c1ccc[se]1,CCO/C(=C(/OCC)c1cc[cH:1][se]1)c1ccc(-c2cc3c4c([cH:2]cc5c4c2C(=O)N(C)C5=O)C(=O)N(C)C3=O)[se]1,13,13,True,ok
*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3sc(-c4c(F)c(F)c(-c5cc(C)c(*)s5)c5nsnc45)cc3C)[se]2)[se]1,17,1,CCO/C(=C(/OCC)c1ccc(-c2sc(-c3c(F)c(F)c(-c4cc(C)cs4)c4nsnc34)cc2C)[se]1)c1ccc[se]1,CCO/C(=C(/OCC)c1cc[cH:1][se]1)c1ccc(-c2sc(-c3c(F)c(F)c(-c4cc(C)[cH:2]s4)c4nsnc34)cc2C)[se]1,17,17,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(C6=C7C(=O)N(C)C(c8ccc(-c9ccc(-c%10ccc(*)s%10)s9)s8)=C7C(=O)N6C)s5)s4)=C3C(=O)N2C)s1,25,1,CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(=O)N(C)C(c7ccc(-c8ccc(-c9cccs9)s8)s7)=C6C(=O)N5C)s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cc[cH:2]s5)s4)s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(C3=C4C(=O)N(C)C(c5cc[cH:1]s5)=C4C(=O)N3C)s2)s1,25,25,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(C6=C7C(=O)N(C)C(c8ccc(-c9cc%10sc(*)cc%10s9)s8)=C7C(=O)N6C)s5)s4)=C3C(=O)N2C)s1,24,1,CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(=O)N(C)C(c7ccc(-c8cc9sccc9s8)s7)=C6C(=O)N5C)s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3ccc(-c4cc5s[cH:2]cc5s4)s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(C3=C4C(=O)N(C)C(c5cc[cH:1]s5)=C4C(=O)N3C)s2)s1,24,24,True,ok
*c1ccc(/C=C/c2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(-c7ccc(C8=C9C(=O)N(C)C(c%10ccc(*)s%10)=C9C(=O)N8C)s7)s6)=C5C(=O)N4C)s3)s2)s1,27,1,CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(=O)N(C)C(c7ccc(-c8ccc(/C=C/c9cccs9)s8)s7)=C6C(=O)N5C)s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(=O)N(C)C(c7cc[cH:2]s7)=C6C(=O)N5C)s4)s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(/C=C/c3cc[cH:1]s3)s2)s1,27,27,True,ok
*c1ccc2c(c1F)N(C)C(=O)/C2=C1/C(=O)N(C)c2c1ccc(-c1sc(/C=C/c3sc(*)c(F)c3F)c(F)c1F)c2F,17,1,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc(-c2sc(/C=C/c4scc(F)c4F)c(F)c2F)c3F)c2cccc(F)c21,CN1C(=O)/C(=C2/C(=O)N(C)c3c2cc[cH:1]c3F)c2ccc(-c3sc(/C=C/c4s[cH:2]c(F)c4F)c(F)c3F)c(F)c21,17,17,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(-c3ccc(/C=C/c4ccc(*)s4)s3)ccc21,17,1,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4ccc(/C=C/c5cccs5)s4)ccc32)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c[cH:1]ccc32)c2ccc(-c3ccc(/C=C/c4cc[cH:2]s4)s3)cc21,17,17,True,ok
*c1ccc(/C=C/c2ccc(-c3ccc4c(c3F)N(C)C(=O)/C4=C3/C(=O)N(C)c4c3ccc(*)c4F)s2)s1,17,1,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc(-c2ccc(/C=C/c4cccs4)s2)c3F)c2cccc(F)c21,CN1C(=O)/C(=C2/C(=O)N(C)c3c2cc[cH:2]c3F)c2ccc(-c3ccc(/C=C/c4cc[cH:1]s4)s3)c(F)c21,17,17,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2c1ccc(-c1cc(F)c(-c3sc(*)cc3F)s1)c2F,15,1,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc(-c2cc(F)c(-c4sccc4F)s2)c3F)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc(-c2cc(F)c(-c4s[cH:2]cc4F)s2)c3F)c2cc[cH:1]cc21,15,15,True,ok
*c1cc2cc3c(cc2s1)-c1cc2c(cc1C3(C)C)-c1cc3sc(-c4ccc(*)c5nsnc45)cc3cc1C2(C)C,17,1,CC1(C)c2cc3c(cc2-c2cc4sccc4cc21)C(C)(C)c1cc2cc(-c4cccc5nsnc45)sc2cc1-3,CC1(C)c2cc3c(cc2-c2cc4sc(-c5cc[cH:2]c6nsnc56)cc4cc21)C(C)(C)c1cc2c[cH:1]sc2cc1-3,17,17,True,ok
*c1cc2cc3c(cc2s1)-c1cc2c(cc1C3(C)C)-c1cc3sc(-c4cc(F)c(*)c5nsnc45)cc3cc1C2(C)C,17,1,CC1(C)c2cc3c(cc2-c2cc4sccc4cc21)C(C)(C)c1cc2cc(-c4cc(F)cc5nsnc45)sc2cc1-3,CC1(C)c2cc3c(cc2-c2cc4sc(-c5cc(F)[cH:2]c6nsnc56)cc4cc21)C(C)(C)c1cc2c[cH:1]sc2cc1-3,17,17,True,ok
*c1cc2cc3c(cc2s1)-c1cc2c(cc1C3(C)C)-c1cc3sc(-c4c(F)c(F)c(*)c5nsnc45)cc3cc1C2(C)C,17,1,CC1(C)c2cc3c(cc2-c2cc4sccc4cc21)C(C)(C)c1cc2cc(-c4c(F)c(F)cc5nsnc45)sc2cc1-3,CC1(C)c2cc3c(cc2-c2cc4sc(-c5c(F)c(F)[cH:2]c6nsnc56)cc4cc21)C(C)(C)c1cc2c[cH:1]sc2cc1-3,17,17,True,ok
*c1ccc2nc(C3=C4C(=O)N(C)C(c5ccc6cc(-c7ccc(*)s7)ccc6n5)=C4C(=O)N3C)ccc2c1,18,1,CN1C(=O)C2=C(c3ccc4cc(-c5cccs5)ccc4n3)N(C)C(=O)C2=C1c1ccc2ccccc2n1,CN1C(=O)C2=C(c3ccc4c[cH:1]ccc4n3)N(C)C(=O)C2=C1c1ccc2cc(-c3cc[cH:2]s3)ccc2n1,18,18,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=c1/cc/c(=C2\C(=O)N(C)c3cc(-c4ccc(*)s4)ccc32)s1,15,1,CN1C(=O)/C(=c2/cc/c(=C3\C(=O)N(C)c4cc(-c5cccs5)ccc43)s2)c2ccccc21,CN1C(=O)/C(=c2/cc/c(=C3\C(=O)N(C)c4cc(-c5cc[cH:2]s5)ccc43)s2)c2cc[cH:1]cc21,15,15,True,ok
*c1cnc(-c2ccc(-c3ncc(-c4cc5c6c(c(*)cc7c6c4C(=O)N(C)C7=O)C(=O)N(C)C5=O)s3)c3nsnc23)s1,15,1,CN1C(=O)c2ccc3c4c(c(-c5cnc(-c6ccc(-c7nccs7)c7nsnc67)s5)cc(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2c[cH:2]c3c4c(cc(-c5cnc(-c6ccc(-c7nc[cH:1]s7)c7nsnc67)s5)c(c24)C1=O)C(=O)N(C)C3=O,15,15,True,ok
*c1ccc(-c2ncc(-c3ccc(-c4cc5c6c(c(*)cc7c6c4C(=O)N(C)C7=O)C(=O)N(C)C5=O)s3)c3nsnc23)s1,15,1,CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cnc(-c7cccs7)c7nsnc67)s5)cc(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2c[cH:2]c3c4c(cc(-c5ccc(-c6cnc(-c7cc[cH:1]s7)c7nsnc67)s5)c(c24)C1=O)C(=O)N(C)C3=O,15,15,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(-c6ccc(C7=C8C(=O)N(C)C(c9ccc(-c%10ccc(*)s%10)s9)=C8C(=O)N7C)s6)c6nsnc56)s4)=C3C(=O)N2C)s1,26,1,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C6=C7C(=O)N(C)C(c8ccc(-c9cccs9)s8)=C7C(=O)N6C)s5)c5nsnc45)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C6=C7C(=O)N(C)C(c8cc[cH:1]s8)=C7C(=O)N6C)s5)c5nsnc45)s3)N(C)C(=O)C2=C1c1ccc(-c2cc[cH:2]s2)s1,26,26,True,ok
*c1cc2c(s1)-c1cc3c(cc1OC2(C)C)-c1sc(-c2c(C#N)c(C#N)c(*)c4nsnc24)cc1C(C)(C)O3,13,1,CC1(C)Oc2cc3c(cc2-c2sccc21)OC(C)(C)c1cc(-c2c(C#N)c(C#N)cc4nsnc24)sc1-3,CC1(C)Oc2cc3c(cc2-c2sc(-c4c(C#N)c(C#N)[cH:2]c5nsnc45)cc21)OC(C)(C)c1c[cH:1]sc1-3,13,13,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5c(F)c(F)c(-c6ccc(C7=C8C(=O)N(C)C(c9ccc(-c%10ccc(*)s%10)s9)=C8C(=O)N7C)s6)c6nsnc56)s4)=C3C(=O)N2C)s1,26,1,CN1C(=O)C2=C(c3ccc(-c4c(F)c(F)c(-c5ccc(C6=C7C(=O)N(C)C(c8ccc(-c9cccs9)s8)=C7C(=O)N6C)s5)c5nsnc45)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3ccc(-c4c(F)c(F)c(-c5ccc(C6=C7C(=O)N(C)C(c8cc[cH:1]s8)=C7C(=O)N6C)s5)c5nsnc45)s3)N(C)C(=O)C2=C1c1ccc(-c2cc[cH:2]s2)s1,26,26,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5c(F)c(F)c(-c6ccc(C7=C8C(=O)N(C)C(c9ccc(-c%10sc(*)c(F)c%10F)s9)=C8C(=O)N7C)s6)c6nsnc56)s4)=C3C(=O)N2C)s1,26,1,CN1C(=O)C2=C(c3ccc(-c4c(F)c(F)c(-c5ccc(C6=C7C(=O)N(C)C(c8ccc(-c9scc(F)c9F)s8)=C7C(=O)N6C)s5)c5nsnc45)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3ccc(-c4c(F)c(F)c(-c5ccc(C6=C7C(=O)N(C)C(c8cc[cH:1]s8)=C7C(=O)N6C)s5)c5nsnc45)s3)N(C)C(=O)C2=C1c1ccc(-c2s[cH:2]c(F)c2F)s1,26,26,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5c(F)c(F)c(-c6ccc(C7=C8C(=O)N(C)C(c9ccc(-c%10ccc(-c%11ccc(*)s%11)s%10)s9)=C8C(=O)N7C)s6)c6nsnc56)s4)=C3C(=O)N2C)s1,29,1,CN1C(=O)C2=C(c3ccc(-c4c(F)c(F)c(-c5ccc(C6=C7C(=O)N(C)C(c8ccc(-c9ccc(-c%10cccs%10)s9)s8)=C7C(=O)N6C)s5)c5nsnc45)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3ccc(-c4c(F)c(F)c(-c5ccc(C6=C7C(=O)N(C)C(c8cc[cH:1]s8)=C7C(=O)N6C)s5)c5nsnc45)s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(-c3cc[cH:2]s3)s2)s1,29,29,True,ok
*c1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)N(C)c2c1ccc(/C=C/c1ccc3c(c1F)N(C)C(=O)/C3=C1/C(=O)N(C)c3nc(-c4cc(F)c(/C=C/c5sc(*)cc5F)s4)ccc31)c2F,29,1,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc(/C=C/c2ccc4c(c2F)N(C)C(=O)/C4=C2/C(=O)N(C)c4nc(-c5cc(F)c(/C=C/c6sccc6F)s5)ccc42)c3F)c2cccnc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc(/C=C/c2ccc4c(c2F)N(C)C(=O)/C4=C2/C(=O)N(C)c4n[cH:1]ccc42)c3F)c2ccc(-c3cc(F)c(/C=C/c4s[cH:2]cc4F)s3)nc21,29,29,True,ok
*c1cc2sc(-c3cnc(-c4cc5sc(-c6ncc(*)c7nn(C)nc67)cc5s4)c4nn(C)nc34)cc2s1,17,1,Cn1nc2ccnc(-c3cc4sc(-c5ncc(-c6cc7sccc7s6)c6nn(C)nc56)cc4s3)c2n1,Cn1nc2c(-c3cc4s[cH:1]cc4s3)cnc(-c3cc4sc(-c5nc[cH:2]c6nn(C)nc56)cc4s3)c2n1,17,17,True,ok
*c1cc2sc(-c3cnc(-c4cc(F)c(-c5sc(-c6ncc(*)c7nn(C)nc67)cc5F)s4)c4nn(C)nc34)cc2s1,18,1,Cn1nc2ccnc(-c3cc(F)c(-c4sc(-c5ncc(-c6cc7sccc7s6)c6nn(C)nc56)cc4F)s3)c2n1,Cn1nc2c(-c3cc4s[cH:1]cc4s3)cnc(-c3cc(F)c(-c4sc(-c5nc[cH:2]c6nn(C)nc56)cc4F)s3)c2n1,18,18,True,ok
